location,latitude,longitude
Chicago / Chicago - Madison,41.8814716,-87.6742028
Luang Prabang,19.8887438,102.135898
Red Lake,47.8605178,-96.0988343
"Yerevan, Armenia",40.1777112,44.5126233
"Santa Ana, Colombia",9.3229035,-74.5696573
Tulsa,36.1563122,-95.9927516
"Taos, NM",36.4072377,-105.573284
"Off Crimea, Black Sea",44.6444662,34.4005825
"Malmo, Sweden",55.6052931,13.0001566
"Koltsovo, Russia",54.9216091,83.1903895
"Elkton, Maryland",39.6065073,-75.8330934
Bardufoss,69.065637,18.5159237
"San Francisco, California",37.7792588,-122.4193286
"Cartersville, Georgia",34.1652304,-84.7997613
"Recife, Brazil",-8.0584933,-34.8848193
"Near Pasto, Colombia",1.2140275,-77.2785096
"Lugansk, Ukraine",48.5717084,39.2973153
"Ndola, Zambia",-12.9693056,28.6365894
"Near Tambo, Panama",8.6655425,-80.2959827
Dalian,39.740278,122.255833
Snegamook Lake,54.5487567,-61.4256325
"Frobisher Bay, Canada",62.83981,-66.7437738
Guerrero Negro,27.9709506,-114.036389
Poliny Osipenko,52.4220629,136.4954954
"Near Maturin, Venezuela",9.7422774,-63.1888854
Rio,-22.9110137,-43.2093727
"Gillette, WY",44.290635,-105.501876
Kazachinskoye,57.6957784,93.2835556
"Casablanca, Morocco",33.5945144,-7.6200284
"Santa Rosa, Bolivia",-13.4130678,-66.0371584
"Pittsburgh, PA",40.4416941,-79.9900861
"Mandalgobi, Mongolia",45.7630435,106.2704145
Walikale,-1.0728008,27.9753698
"Shepard, Montana",48.8662597,-113.861808
"Near Sora, Italy",41.7203358,13.6139576
"Rankin Inlet, Canada",62.8030269,-92.0868012
"Green Grove, Florida",29.634135,-82.2676019
"Near Valledupar, Colombia",10.3431115,-73.3757934
Armenia,4.4919761,-75.7413509
Gyumri,40.7841374,43.8439415
"Hong Kong, China",22.350627,114.1849161
Medellin,6.2697324,-75.6025597
Glentanner,-43.9115734,170.1250885
Roosevelt Roads NS,18.2413253,-65.62267
"Wau, Australia",-37.5078701,149.9265151
Moa,14.5351818,120.9815994
"Long Island, N.Y.",40.851497,-73.0994297
"Off Mount Athos, Greece",40.6330663,22.9502109
Silchar,24.830302,92.7875689
"Near Moscow, USSR",55.8051354,37.5107086
Okhotsk - Khabarovsk,59.3619947,143.2146511
Santa Ana de Yacuma,-13.9229218,-65.2814836
"Omdurman, Sudan",15.6445536,32.4777311
Hibernia platform,53.3149128,-6.2759763
"Gatwick, Surrey, England",51.1970901,-0.6943123
"Off Jakarta, Indonesia",-6.1754049,106.827168
Finschafen,-6.6040926,147.8536907
Vung Tau,10.3486485,107.0765028
Zagreb,45.8130967,15.9772795
Biysk,52.5394905,85.2148673
"Near Canberra, Australia",-35.2975906,149.1012676
Santa Barbara - Santa Maria,34.9531295,-120.435857
"Pathankot, India",32.3021899,75.6589406
Van,38.3249599,43.6589825
"Near San Cristobal, Venezuela",7.7756663,-72.2214154
Hawaii,19.5938015,-155.4283701
Lagos,6.4550575,3.3941795
"Near Kular, Russia",70.639252,134.349777
"Khovu-Aksy, Russia",51.131943,93.715744
Clark,39.3260541,-87.7838526
"Near Rurrenabaque, Bolivia",-14.4437498,-67.5311806
Milford Sound,-44.6190189,167.8687603
"Near Puerto Esperanza, Peru",-9.7722807,-70.7100759
"El Yopal, Colombia",5.3356662,-72.3936931
Chungking - Hong Kong,22.2964952,114.1730982
Hoolehua,21.1590908,-157.0948472
Kaguyak,58.5677199,-153.9006378
"Bellavista, Peru",-7.6842476,-76.3153378
"Near Lanzhou, China",36.474436,103.733224
Petropavlovsk-Kamchatsky,53.0199838,158.6471356
"Denver, CO",39.7392364,-104.984862
Lawton,34.6086854,-98.3903305
Cape Dyer,66.666667,-61.366667
"Santa Cruz, Bolivia",-17.333333,-61.5
"Leesburg, Virginia",39.1154506,-77.5645607
"Lockhart River, Queensland, Australia",-13.0453165,143.3049774
"Near Hasna, Egypt",29.9819153,31.2575086
Cotabato,7.27,124.86
Santarem,39.2363637,-8.6867081
Geneva,46.2017559,6.1466014
"Off Orchid Island, Taiwan",22.0438499,121.5422433
Athens,33.9597677,-83.376398
Vichy,46.1239268,3.4203712
"Belem, Brazil",-1.45056,-48.4682453
Palenque,17.453161,-91.8121241
"Flushing, New York",40.7654301,-73.8174291
"Goma, Congo",-1.6665685,29.225652
"Off Bremerton, Washington",47.5653663,-122.6246836
"Kerrville, Texas",30.048469,-99.1399464
Zaporozhye,47.8507859,35.1182867
"Tomas, Peru",-12.2383101,-75.7460249
Dyess AFB,32.4206387,-99.8381771
"Kaneko, Japan",35.8110878,139.3286556
"Kuibyshev , Russia",53.195469,50.1021014
"Davis, California",38.5435526,-121.739005
"Fatima Pastaza, Ecuador",-1.4071198,-77.9784093
"Apia, Western Samoa",-13.8345235,-171.7630955
Port Hedland,-20.3111814,118.5801181
Leeds,53.7974185,-1.5437941
"Delaware Bay, New Jersey",39.1138065,-75.148688
"Pittsburgh, Pennsylvania",40.4416941,-79.9900861
Southhampton,38.5933855,-90.2953925
"Charlotte, North Carolina",35.2272086,-80.8430827
Ambato,-1.2422413,-78.6287594
"Belo Horizonte, Brazil",-19.9227318,-43.9450948
Huanuco,-9.5,-75.833333
"Pasco, Washington",46.2306739,-119.0921
Sturdee,57.660196,-3.6186548
"San Francisco, CA",37.7792588,-122.4193286
"Manado, North Sulawesi, Indonesia",1.4900578,124.8408708
"Elkhorn, WI",42.6719206,-88.543494
Taura,50.918404,12.8408864
"Chamblee, GA",33.892176,-84.2988296
"Oceanside, California",33.1958696,-117.379483
"Hanover, New Hampshire",43.7023545,-72.2892164
"Near Tokyo, Japan",35.6768601,139.7638947
"Near Khabarovsk, USSR",51.0776217,132.6099881
"Tyonek, Alaska",61.0684293,-151.1409141
Fort-de-France,14.6027962,-61.0676724
"Near Eagle, Colorado",39.6161124,-106.7172844
"Le Bourget, France",48.9351403,2.4258354
Christchurch,-43.530955,172.6364343
Sumacal,-12.9482581,-65.1120651
"Near San Andres Tuxtla, VeraCruz, Mexico",18.4633672,-95.1983153
"Port Sudan, Sudan",19.619217,37.211709
"Bellavista Airport, Peru",-5.2883902,-76.292099
Rapid City,44.0806041,-103.228023
"Surabaya, East Java",-7.2462836,112.7377674
San Marcos,29.8826436,-97.9405828
"Chase, Maryland",39.3634413,-76.3710704
Lorengau,-2.0329567,147.2789185
"Brazilia, Brazil",-10.3333333,-53.2
"Points North Landing, SK",58.2688607,-104.079962
Anapa,44.894272,37.316887
"Charallave, Venezuela",10.2456598,-66.8586608
Kutaisi,42.2716078,42.7054475
Uribe,3.2413296,-74.3510657
"Fort de France, Martinique",14.6027962,-61.0676724
Ashiya AB,34.7273701,135.3040278
Sao Vicente,-23.9664177,-46.3861401
"Vereda el Salitre, Colombia",4.2634682,-75.1409227
"Goodland, Kansas",39.350833,-101.710172
St. Kitts,17.3156929,-62.7446806
"Prudhoe Bay, Alaska",70.326677,-148.9432527
"Near Sefrou, Morocco",33.824898,-4.833336
Guarulhos,-23.4675941,-46.5277704
"Mount Vesuvius, Italy",40.8213963,14.4261967
Nice - Paris,48.8549749,2.3904833
"Guatamala City , Guatemala",14.6416142,-90.5132836
Oaxaca,17.0,-96.5
"Mumbai, Indian",39.6159355,-86.0848063
"Tashkent, Russia",56.8482892,60.6098184
"Near Kuito, Angola",-12.3831319,16.9425484
Rimini,43.9465433,12.630749
"Off Los Angeles, California",34.0536909,-118.242766
"Near San Felipe, Venezuela",10.3394796,-68.7417033
"Morristown, New Jersey",40.7970382,-74.4809868
"Quebec, Canada",52.4760892,-71.8258668
St. Thomas,18.3429081,-64.9188997
"Rio de Janeiro, Brazil",-22.9110137,-43.2093727
"Off Crimond, Scotland",57.6005059,-1.9153548
Prestwick,55.4982802,-4.6113017
Passo Fundo,-28.2550598,-52.3966606
"Off Dumaguete, Philippines",9.3054777,123.3080446
Port Vila,-17.7414972,168.3150163
"Lapseki, Turkey",40.3443674,26.6845975
"Near Carolina, Brazil",-7.3313437,-47.4738762
"Guantanamo Bay, Cuba",19.9709396,-75.1434583
"Baku, Azerbaijan",40.3755885,49.8328009
Near Hong Kong International Airport,22.3125986,113.9172999
"Surgut, Russia",61.254032,73.3964
Bandundu,-4.4137734,18.2941215
"Off Chongjin, North Korea",41.783248,129.8206615
"Cruzeiro do Sul Acre, Brazil",-7.6362478,-72.6691649
"Houma, Louisiana",29.5957696,-90.7195348
"Bartlesville, Oklahoma",36.7421089,-95.9528877
"Newcastle, Delaware",43.850381,-104.1932199
Lakhta,59.9911386,30.1673669
"Near Sarra, Libya",21.688273,21.8295689
"Lyon, France",45.7578137,4.8320114
"Near Ikeja, Nigeria",6.5960605,3.340787
Camp Eagle,27.5141676,-82.3802672
"Innisfail, Australia",-17.5241605,146.0311385
"Samos, Greece",37.7246162,26.8192919
"Tamanraset, Algeria",24.3753438,4.3208436
Jerusalem,31.7788242,35.2257626
"Pittsburg, PA",40.9328397,-80.3633981
Isles of Scilly,49.9203409,-6.2928791
"Near Tver, Russia",56.858675,35.9208284
"Yacuiba, Bolivia",-22.0136831,-63.6781103
Alesund,62.4802363,6.5550739
"Akron, OH",41.083064,-81.518485
"Near Neufchatel, France",50.6188491,1.6306156
Gulf of Thailand,9.8762687,102.0690895
"Camden, New Jersey",39.9448402,-75.1198911
Vorkuta,67.5035662,64.0627028
"Alma, Georgia",31.5393701,-82.4623557
"Ixopo, South Africa",-30.151389,30.061111
"Off Lae, New Guinea",-6.7015456,146.9429657
"Flagstaff, Arizona",35.1987522,-111.651822
Yuzhno,42.4267196,68.0028934
Sao Jose dos Campos,-23.1867782,-45.8854538
Perth,-31.9558967,115.8605784
"Whittier, California",33.9749136,-118.0338664
"Telemark, Norway",59.3962676,8.66266
Townsville,-19.2569391,146.8239537
Nicosia,35.1746503,33.3638783
"Lakhta, Russia",59.9911386,30.1673669
Manono,-13.8508229,-172.1094688
"Port Deposit, Maryland",39.6029087,-76.1132172
"Hyannis, Massachusetts",41.6535345,-70.2823287
"Chattanooga, Tennessee",35.0457219,-85.3094883
Osijek - Zagreb,45.5516939,18.6894439
Rockford,42.2713945,-89.093966
"Near Dhangadhi, Nepal",28.703304,80.567017
"Cranbrook, British Columbia, Canada",49.5107477,-115.7672772
Vaasa,63.0957722,21.6159187
"Near Letschen, Germany",49.1635031,7.1228272
"Tura,Siberia, Russia",64.2702274,100.207565
Bronson,42.4096295,-96.2123679
Puerto Vallarta,20.6407176,-105.220306
Crespo,-32.0307826,-60.3062469
"Don Muang, Thailand",13.914688,100.5978685
"Ovalle, Chile",-30.6030819,-71.2029894
"Barranquilla, Colombia",11.0101922,-74.8231794
Teheran,35.6892523,51.3896004
Hounslow,51.4686132,-0.3613471
"Santa Maria, California",34.9531295,-120.435857
Tacloban,11.2436208,125.0079543
"Near Ras Al Khafji, Saudi Arabia",28.4225409,48.4927814
"Aleppo, Syria",36.19924,37.1637253
Loma Linda,34.0537971,-117.2610925
"Urpay, Peru",-8.3479399,-77.3892967
"Nanking, China",32.0438284,118.7788631
Fox Glacier Airstrip,-43.4518704,169.9152863
Nuku Hiva,-8.8733104,-140.1245635
Iwakuni,34.1664995,132.2191163
Herning,56.1379757,8.9746623
Seoul - San Francisco,37.78536,-122.4291438
Port Elizabeth,-33.9618359,25.6186512
Manado -Gorontalo,0.5728297,123.0565385
"Sioux City, Iowa",42.4966815,-96.4058782
"Near Ochamchire, Georgia",42.7121136,41.4721354
Bangalore,12.9881567,77.6226
"Mt. Dandenong, Australia",-37.8361703,145.3509803
"Sunbright, Tennessee",36.2434093,-84.6699442
Jacksonville,30.3321838,-81.655651
Alexandia,41.2662136,-70.096975
Papua New Guinea,-5.6816069,144.2489081
Tipuani,-15.5661348,-68.0205915
Minneapolis-St Paul,44.8780191,-93.2209281
"Near Kunming, China",25.0363006,102.7086139
"Near Nice, Italy",45.5557812,10.3011656
"El Poleo, Colombia",8.4806394,-73.3667919
Off Taiwan,23.5983227,120.8353769
"Near Oslo, Norway",59.9133301,10.7389701
"Near Kirkuk, Iraq",35.4719308,44.3953896
"Fernhurst, Sussex, England",51.0481925,-0.7233101
"Near Quito, Ecuador",-0.2201641,-78.5123274
Ashgabat,37.9378321,58.2359467
"Aktau, Kazakhstan",43.6353364,51.168222
"Casper, WY",42.8501191,-106.325138
"Mayaguez, Puerto Rico",18.2116354,-67.0953572
Zeleznogorsk,52.331424,35.4243837
"Rockland, Maine",44.1048327,-69.1091823
"Centralia, Illinois",38.5250491,-89.1334037
"Near Tacoma, Washington",47.2455013,-122.438329
Swikshak Lagoon,58.6166667,-153.7525
Islamabad,33.6938118,73.0651511
"Stord, Norway",59.8250205,5.4883706
Presidente Prudent,-22.5704796,-47.4016175
"Near Hue, Vietnam",16.4639321,107.5863388
"Lata, Georgia",43.0327114,41.4799855
Near Villia Greece,37.4700941,25.3225098
Honolulu - Okinawa,21.4204921,-158.005691
"Kabul, Afghanistan",34.5266431,69.1849082
"Elkhorn, Wisconsin",42.6719206,-88.543494
"Guam, Mariana Islands",13.4501175,144.7577088
"Senlis, France",50.5331612,2.1523287
"Off Beirut, Lebanon",33.8892265,35.5025585
"Izhevsk, Russia",56.866557,53.2094166
"Near Kisangani, Zaire",0.5184021,25.2057292
"Campbeltown, Argyll, Scotland",55.4241858,-5.6051005
"Cincinnati, OH",39.1014537,-84.5124602
Cotonou,6.3676953,2.4252507
Beica,46.7337378,24.7956836
"Pampanga, Philippines",15.0519635,120.6445398
"Yichun, China",28.3803015,115.0153957
Portland,45.5202471,-122.674194
Santos,-23.9335988,-46.3286399
"Appleton, WI",44.2613967,-88.4069744
Uaxactun,18.8981153,-99.1299181
"Huambo, Angola",-12.7772455,15.7346713
Near Nag,21.0909079,79.0546789
"Makhachkala, Russia",42.9830241,47.5048717
Chicago,41.8755616,-87.6244212
Unalakleet,63.8730556,-160.7880556
Renfrew,55.8775733,-4.3888761
"Minneapolis-St. Paul, MN",44.8780191,-93.2209281
"Caribbean, Atlantic Ocean",11.9964652,-83.6841429
Jakarta,-6.1754049,106.827168
Lensk,60.7145488,114.9172123
Point Alert,49.9963332,-127.4487589
"Oslo, Norway",59.9133301,10.7389701
Goiania,-16.680882,-49.2532691
"Off Tarbat Ness, Scotland",57.8667589,-3.7734282
"Nagoya, Japan",35.1851045,136.8998438
"Near Helgoland, Germany",54.1820608,7.8876314
Raiatea,-16.8193984,-151.4483907
"Croydon, Surrey, England",51.2973191,-0.0708474
"Off Point Reyes, California",37.9958916,-123.0226358
"Tienen, Belgium",50.8074825,4.9371775
"Near Belgrade, Yugoslavia",44.7880163,20.4522489
"Near Florianpolis, Brazil",-13.8542425,-40.0608165
"Near Sitka, Alaska",57.4086082,-135.4596206
"Elkton, Kentucky",36.8100425,-87.1541675
"Near Kindu, Zaire",-2.9493766,25.9184499
"Near Leticia, Colombia",-4.2129211,-69.9425963
"Near Casablanca, Morocco",33.5945144,-7.6200284
Meulaboh,4.1481951,96.1339107
"Belize City, Belize",17.5002768,-88.1988737
Honolulu - San Francisco,37.7938296,-122.4077286
"Jamaica, New York",40.7017931,-73.807868
New Bern,35.1084931,-77.0441143
"Abidjan, Ivory Coast",5.320357,-4.016107
"San Luis Acatlan, Mexico",16.8700854,-98.7222074
Oksibil,-4.9050308,140.6289466
"Near Antananivo, Madagascar",-15.4104895,47.9596207
Hankow,54.2713109,-0.836269
"Lagoa Santa, Brazil",-19.6357376,-43.8966132
Artigas,43.0750389,0.0024053
St. Moritz,46.4978958,9.8392428
Acapulco,16.8680495,-99.8940182
"Near Syktyvkar, Russia",61.6685237,50.8352024
Makung,23.5691606,119.5812903
Lac Bienville,55.0336406,-73.1265047
"Volcano, Hawaii",19.489205,-155.2573683
"Berlin, Germany",52.510885,13.3989367
"Near Mamony, Siberia, Russia",52.303055,104.155769
"Mt. Illiniza, Ecuador",-0.3333476,-78.4549425
"Montluçon, France",46.3400296,2.6073963
"Encino, California",34.1591324,-118.5016166
Coventry,52.4081812,-1.510477
"Llico, Chile",-37.1981493,-73.5648656
"Abuja, Nigeria",9.0643305,7.4892974
"Caribou Lake, AK",64.8788217,-147.7652246
"Near Parachinar, Pakistan",33.8967938,70.1000564
"Near Ibague, Colombia",4.4386033,-75.2108857
Wau,7.7001398,27.9909335
"Chandigarh, Punjab",30.7573002,76.8067372
"Near Unionville, Missouri",40.4769606,-93.0032615
"Near Grenoble, France",45.1875602,5.7357819
"Pfaffenhofen, Germany",49.0641578,8.9753958
"Near Vacas, Bolivia",-17.5746777,-65.5810645
"Near Kamina, Congo",-8.7351826,25.0032201
"Pocatello, Idaho",42.8620287,-112.450627
Veracruz - Mexico City,23.9907525,-104.6537011
"Cebu City, Philippines",10.2935639,123.9019209
"Near Saugus, California",34.4493489,-118.5168257
"Buffalo, NY",42.8867166,-78.8783922
"Near Ayayda, Egypt",29.8363907,31.3013939
Pangkal Pinang,-2.1206733,106.1134604
LAX,46.3888757,8.1195682
"Near Sanoyea, Liberia",6.975746,-9.9825246
"Near Carrollton, Georgia",33.5801103,-85.0766113
"St. Thomas, Virgin Islands",18.3429081,-64.9188997
"Near Cubarral, Colombia",3.7943159,-73.8390382
"Yurimaguas, Peru",-5.8951672,-76.1046533
Jaipur,26.9154576,75.8189817
Ayacara,-42.308482,-72.7835383
Mildenhall RAF,52.3626963,0.4854831
"Seattle, WA",47.6038321,-122.330062
Buffalo,42.8867166,-78.8783922
Wien,48.2083537,16.3725042
Pemba,-5.1690625,39.7994251
"Near Salinas Victoria, Nuevo Leon, Mexico",26.1216805,-100.3270877
Bario,3.7479196,115.4603708
Chicopee,42.1487691,-72.6071119
Resistencia,-27.6048829,-59.1932003
"Marawi, Philippines",8.0047262,124.2854351
"San Luis, Argentina",-33.2762202,-65.9515546
"Washington, D.C.",38.8950368,-77.0365427
"Kuwait City, Kuwait",29.3796532,47.9734174
"Valdemeca, Spain",40.2241115,-1.7433762
Romania,45.9852129,24.6859225
Geraldton,-28.77035,114.6147159
Khatanga,72.5720585,104.2904408
Severomuysk,56.172134,113.574615
"Aguadilla, Puerto Rico",18.4496551,-67.1184764
Hamilton,43.2560802,-79.8728583
"Near Daraim, Afghanistan",36.9111458,70.3685584
Bueno Aires,9.8175629,-74.8107422
"Near Nagoya, Japan",35.1851045,136.8998438
"Kadena AB, Okinawa",26.3617602,127.7554216
"Dallas/Fort Worth, TX",32.8965194,-97.0465221
Manizales,5.0743694,-75.5081167
Douala,4.0429389,9.7062018
"Near Belem, Brazil",-1.45056,-48.4682453
"Reading, Pennsylvania",40.335345,-75.9279495
Hanover,52.3744779,9.7385532
Glascow,34.0496809,-98.2939086
"Great Salt Lake, Utah",41.1762016,-112.6023361
Mashhad,36.2974945,59.6059232
Delh,46.7115,2.69393
Karkov,56.1664722,10.1962107
Bucaramanga,7.1669842,-73.1047294
"Navoi,  Uzbekistan",42.0,64.0
"Near Goma, Zaire",-1.6665685,29.225652
San Vicente del Caguán,2.1131213,-74.7697347
Minneapolis/St. Paul,44.8780191,-93.2209281
Coimbatore,11.0018115,76.9628425
"Channel Islands, Jersey",49.2123066,-2.1256
"Bryce Canyon, Utah",37.6184069,-112.1421787
Naha,58.1773741,27.4576502
"Bucharest, Romania",44.4361414,26.1027202
Puerto Obaldia,8.6670565,-77.4196231
Trinidad,10.4430243,-61.2613054
"Grogak, Bali, Indonesia",-8.5509257,115.1245797
"Near Little Valley, New York",42.252563,-78.80559
Niamey,13.524834,2.109823
"Near Montieri, Italy",43.1306766,11.0162788
Near Hong Kong,22.350627,114.1849161
"Off Manila, Philippines",14.5904492,120.9803621
"Tanjung Karang, Indonesia",-2.0831167,101.4274937
Napoli,40.8358846,14.2487679
"Asuncion, Paraguay",-25.2800459,-57.6343814
Off Wake Island,19.2969291,166.6255924
"New Haven, Connecticut",41.3082138,-72.9250518
"Lebo, Kansas",38.4166818,-95.8530441
Butte,39.6519275,-121.5858444
"Long Tieng, Laos",19.1118998,102.9181991
Shamsi,31.8938329,77.1405151
"Mafraq, Jordan",32.5386102,38.1307328
Obano,-3.9128744,136.2296846
"Near Cofre de Perote, Mexico",19.4941853,-97.1478249
Tenerife,28.2935785,-16.6214471
"Cartagena, Colombia",10.4265566,-75.5441671
Saint Croix,17.729124,-64.7589156
Mohanbari,27.7385042,75.3292608
"White Plains, New York",41.0339862,-73.7629097
"Off Newfoundland, Canada",49.1211912,-56.6403246
"Frunze, Kyrgyzstan",42.8761424,74.6036724
San Andres,13.3230802,122.6759497
"Near Baghdad, Iraq",33.3061701,44.3872213
San Francisco,37.7792588,-122.4193286
"Near Loch Lomond, Scotland",56.1561963,-4.6562105
Afghanistan,33.7680065,66.2385139
"Near Buga, Colombia",3.9000578,-76.302013
Mbandaka,0.0470732,18.2564803
"Near Odda, Norway",60.0679248,6.5469316
"San Andres Island, Colombia",12.5375979,-81.7204155
"Off Whyalla, Australia",-33.0382085,137.5843572
"Nasevou Village, Fiji",-18.111722,178.4060254
Leninabad,40.2844189,69.6191669
"Moanda, Gabon",-1.554764,13.2218993
"Near Lagos, Nigeria",6.4550575,3.3941795
Hannover,52.3744779,9.7385532
Dryden,49.785698,-92.835846
"Miritituba, Brazil",-4.292912,-55.960461
"Off Plettenberg Bay, South Africa",-34.052778,23.369444
Jumla,29.2388968,82.1979992
"Pemberville, Ohio",41.4108855,-83.46104
"Off Northumberland, North Sea",55.1811382,-1.5199575
"Krasnoyarsk, Russia",56.0091173,92.872586
"Toluca , Mexico",19.292545,-99.6569007
"Near Peking, China",40.190632,116.412144
"La Romana, Dominican Republic",18.4230137,-68.9661104
Guam - Manila,13.3769087,144.6568527
"Paraparaumu, New Zealand",-40.9144636,175.0061963
"Suifu, China",28.58689,104.718661
Enshi,30.2745483,109.4833079
"Punta Islita, Costa Rica",9.8553689,-85.3716517
"Grand Canyon National Park Airport, Tusayan, Arizona",35.9525161,-112.1452036
"Phuket, Thailand",7.9366015,98.3529292
"Cali, Colombia",3.4519988,-76.5325259
"Kosti, Sudan",12.6457036,32.2338812
"Milwaukee, Wisconsin",43.0386475,-87.9090751
"Pyote, Texas",31.5366066,-103.126191
"Paramaribo, Suriname",5.8241764,-55.1662813
"Kaohsiung, Taiwan",22.6203348,120.3120375
"Near Coyhaique, Chile",-45.5711804,-72.0684863
Quebec,52.4760892,-71.8258668
Barquisimeto,10.0774374,-69.3222293
Near Houma Louisiana,29.5957696,-90.7195348
"Almaty, Kazakhstan",43.2363924,76.9457275
Saint Thomas,49.4972,3.82019
"Near Leh, India",34.1642029,77.5848133
Campo Grande,-20.4640173,-54.6162947
"Aktau, Kazakstan",43.6353364,51.168222
"Patna, India",25.6093239,85.1235252
Pyongyang,39.0167979,125.7473609
"Saint Louis, Missouri",38.6280278,-90.1910154
"Red Lake, Ontario, Canada",51.018938,-93.827362
Belgium,50.6402809,4.6667145
Korat AFB,14.9358651,102.084574
"Near Kiev, Ukraine",50.4500336,30.5241361
"Off Kingston, Jamaica",17.9712148,-76.7928128
Paris,48.8588897,2.320041
Belgrade,44.8178131,20.4568974
"Near Turrialba, Costa Rica",9.7843604,-83.4995932
Hongqiao,39.1663089,117.1450225
Trujillo AP,-8.1116778,-79.0287742
Nagpur - Delhi,21.2142951,79.1591763
"Maywood, Illinois",41.8789942,-87.8436412
Saint John's,17.1184569,-61.8448509
Middletown,41.5623178,-72.6509061
Ibague,4.4386033,-75.2108857
"Golden Meadow, Louisiana",29.3791112,-90.2600787
"Shitai, China",30.1875746,117.5942216
"Maiquetia, Venezuela",10.6031621,-66.9966767
"Croydon, United Kingdom",51.3713049,-0.101957
"Khatanga, Russia",72.5720585,104.2904408
"Leesburg, Florida",28.810823,-81.8778582
Petrolina,-9.3817334,-40.4968875
"Vancouver, Washington",45.6306954,-122.6744557
"Vinhedo, Brazil",-23.0298535,-46.9749847
Oil Rig P18,-3.090737,-38.7937246
La Paz - Santiago - Buenos Aires,-33.5292811,-70.670759
"Near Steinreich, Germany",51.951064,13.4963013
Anaheim,33.8347516,-117.911732
Bahar Dar,11.5949663,37.3882251
Mosby,39.315559,-94.2938356
Hassi Messaoud,31.6957444,6.0604297
"Near Ballico, California",37.4543809,-120.7060337
"Goldsboro, North Carolina",35.3848841,-77.9927651
McChord,47.1378091,-122.4789504
"Near Pueblo, Colorado",38.263995,-104.6141867
"Near Tashkent, Uzbekistan, USSR",41.2820342,69.2125834
"Birmingham, Alabama",33.5206824,-86.8024326
"Near Aysen, Chile",-46.1434629,-74.2127886
Tapacula,14.9042905,-92.2609265
Mombasa,-4.05052,39.667169
"Off Hokkaido, Japan",43.4519831,142.8197834
"Annette Island, Alaska",55.1407297,-131.4459806
Toledo,39.8560679,-4.0239568
Tripoli,32.896672,13.1777923
"Santa Ana, CA",33.7494951,-117.873221
Heston,51.4854573,-0.3719561
Natal - London,51.6116778,-0.1232321
Bologna,44.4938203,11.3426327
Florencia,43.7697955,11.2556404
Kagoshima - Okinawa,31.5809678,130.5688052
Along,6.9011878,158.1131663
Port Sudan,19.619217,37.211709
"Near Durango, Vizcaya, Spain",43.1707065,-2.6334897
"Paris, France",48.8588897,2.320041
"Lake Chad, Chad",13.0208581,14.5801806
"Sela Pass, India",27.5035642,92.1044346
"Near Lympne, England",51.0757824,1.0272519
Bahraïn,26.1551249,50.5344606
Lubbock,33.5855677,-101.8470215
Likouala,1.6788828,17.4747723
Poti,12.8207567,80.0368745
"Concord, CA",37.9768525,-122.0335624
"Near Toula, Russia",54.1930321,37.61754
Gulfport,30.3674198,-89.0928155
Guatemala City,14.6416142,-90.5132836
"Saint John's, Newfoundland",47.5614705,-52.7126162
Kinmen,24.4480637,118.3856331
"Miroslawiec, Poland",53.3415106,16.0881475
"Near Milan, Washington",47.9668399,-117.3316058
Gibraltar,36.1285933,-5.3474761
"Villa Pinzon, Colombia",4.4466742,-75.2159368
"Cartagena, Columbia",10.4265566,-75.5441671
"Near Kyrenia, Cyprus",35.3396291,33.3205287
"Near Matak, Indonesia",3.3259831,106.2399163
"Near Guasimal, Cuba",21.7401367,-79.4637425
Girardot,4.3046383,-74.8030739
Toronto Canada,43.6534817,-79.3839347
Puerto Carreno,6.1909225,-67.4841891
McChord AFB,47.1309548,-122.502686
"Near Campbeltown, Scotland",55.4241858,-5.6051005
Dutch Harbor,53.8867533,-166.5418
Great Slave Lake,61.8932746,-113.6559268
"Near Uvira, Congo",-3.4055866,29.1375509
"Near Wainwright, Alaska",70.6369444,-160.038333
"Feijó, Brazil",-8.1648652,-70.3539579
Prince Rupert,54.3126572,-130.32549
Cuiaba,-15.5986686,-56.0991301
Bauru,-22.3218102,-49.0705863
Muya,56.0561936,114.2156118
San Diego,32.7174202,-117.162772
Vestmannaeyjar,63.4266646,-20.2698816
Marudi,4.1795078,114.3211018
Erfurt,50.9777974,11.0287364
"Thach That district, Vietnam",21.0238655,105.5538375
"Near La Paz, Bolivia",-16.4955455,-68.1336229
Chelyabinsk,55.1598408,61.4025547
Madrid,40.4167047,-3.7035825
Off western Denmark,-34.9604365,117.3551157
"Near Funza, Colombia",4.7177471,-74.2031547
"Archerfield Aerodrome, Queensland, Australia",-27.569486,153.0087254
Zürich,47.3744489,8.5410422
"Chamblee, Georgia",33.892176,-84.2988296
"Ononge, Papua New Guinea",-8.6731495,147.262127
Zvartnots,40.1522777,44.3968082
"Dallas, TX.",32.7762719,-96.7968559
"Cox's Bazar, Bangladesh",21.1766471,92.003505
"Muan, South Korea",34.9905794,126.4812377
"Weipa, Australia",-12.6386641,141.8710861
Evansville,37.970495,-87.5715641
Croyden,53.2374755,-6.1521739
"Damascus, Syria",33.5130695,36.3095814
Kahului,20.8747708,-156.4529879
"Bahrain, Bahrain",26.1551249,50.5344606
Bogata,46.4564083,24.1196172
Palu,-0.9051548,119.8722373
"Ketchikan, AK",55.3430696,-131.6466819
